License Permit ID,Description,Expiration Date,DBA,LegalName,Premises County,Type,Class,Effective Date,Actual Address Of Premises,Additional Address Information,City,State Name,Zip Code,Original Issue Date,Last Issue Date,Legacy_Serial_Number,AKA Address,Georeference
0341-24-208383,Summer Restaurant,11/30/2024,THE NORTH COUNTRY GOLF CLUB INC,"NORTH COUNTRY GOLF CLUB INC, THE",Clinton,1,341,4/4/2024,862 HAYFORD RD,,CHAMPLAIN,New York,12919,4/4/2024,4/4/2024,6016433,,POINT (-73.39491 44.98958)
0340-23-131570,Restaurant,11/30/2024,THE RUTHERFORD,LOCAL WEST LLC,New York,1,340,8/10/2023,ONE PENN PLAZA,WEST STORE ROOF,NEW YORK,New York,10119,8/10/2023,8/10/2023,1157796,,POINT (-73.99183 40.75063)
0341-24-212853,Summer Restaurant,11/30/2024,NORTHERN LAKE GEORGE RESORT,NORTHERN LAKE GEORGE RESORT INC,Warren,1,341,6/1/2024,8074 LAKESHORE DR,,SILVER BAY,New York,12874,5/13/2024,5/13/2024,6021081,,POINT (-73.50883 43.68266)
0340-22-311041,Restaurant,11/30/2024,The Embassy,MAC ENDEAVORS LLC,Tompkins,1,340,1/5/2024,100 102 DRYDEN RD,,ITHACA,New York,14850,1/5/2024,1/5/2024,3165843,,POINT (-76.48658 42.4417)
0341-23-128479,Summer Restaurant,11/30/2024,BOARDWALK CAFE,TRAHANAS LLC,Nassau,1,341,5/1/2024,JONES BEACH STATE PARK,UNIT C,WANTAGH,New York,11793,4/18/2024,4/18/2024,1346022,,
0341-23-328305,Summer Restaurant,11/30/2024,GLEN IRIS INN,BE OUR GUEST,Wyoming,1,341,3/1/2024,7 LETCHWORTH STATE PARK,,GENESEE FALLS,New York,14427,4/4/2024,4/4/2024,3014220,,POINT (-78.04499 42.58452)
0341-24-127160,Summer Restaurant,11/30/2024,The Dunes,620 Bay LLC,Suffolk,1,341,9/4/2024,622 Bayberry Walk,,Ocean Beach,NY,11770,9/4/2024,9/4/2024,6035736,621 Bay Walk,POINT (-73.15656 40.64892)
0341-24-207979,Summer Restaurant,11/30/2024,,SUNNY HILL FARM INC,Greene,1,341,4/1/2024,352 SUNNY HILL RD,,GREENVILLE,New York,12083,4/1/2024,4/1/2024,6016028,,POINT (-74.00693 42.36886)
0341-24-323499,Summer Restaurant,11/30/2024,Showboat Dockside Restaurant,Boburrito LLC,Yates,1,341,5/1/2024,3434 N Plum Point Rd,,Himrod,New York,14842,8/1/2024,8/1/2024,6031961,,POINT (-76.92131 42.59886)
0340-23-127602,Restaurant,11/30/2024,PERRYS SEAFOOD RESTAURANT,PERRYS SEAFOOD RESTAURANT INC,Kings,1,340,6/14/2023,3482 3492 NOSTRAND AVENUE,,BROOKLYN,New York,11229,6/14/2023,6/14/2023,1012353,,POINT (-73.94188 40.59913)
0340-23-134073,Restaurant,11/30/2024,OSCAR'S,AGUILAR RESTAURANT INC,Westchester,1,340,9/27/2023,2026 SAW MILL RIVER RD,,YORKTOWN HEIGHTS,New York,10598,9/27/2023,9/27/2023,1297987,,POINT (-73.78308 41.27728)
0340-24-109940,Restaurant,11/30/2024,THIS IS SOFIVE,CJD 2L CORP,Kings,1,340,4/15/2024,2021 PITKIN AVE,,BROOKLYN,NY,11207,4/15/2024,4/15/2024,6018046,,POINT (-73.89855 40.67184)
0340-23-132801,Restaurant,11/30/2024,,PITANT SPORT TEAM INC,Kings,1,340,3/6/2023,502 E 95TH STREET,,BROOKLYN,New York,11212,3/6/2023,3/6/2023,1205035,,POINT (-73.91662 40.65541)
0341-24-110146,Summer Restaurant,11/30/2024,,TIKI RIVERSIDE LLC,Suffolk,1,341,4/30/2024,32 BAKER PL,,PATCHOGUE,New York,11772,4/30/2024,4/30/2024,6018254,,POINT (-73.01998 40.75759)
0341-24-110316,Summer Restaurant,11/30/2024,,J&B RESTAURANT PARTNERS TOP FLIGHT FOODS LLC,Suffolk,1,341,5/3/2024,HARBOR BEACH RD,,MT SINAI,New York,11766,5/3/2024,5/3/2024,6018429,,
0340-22-105410,Restaurant,11/30/2024,,SEAN OG ENTERPRISES LLC,Queens,1,340,3/4/2024,60 02 WOODSIDE AVE,,WOODSIDE,New York,11377,3/4/2024,3/4/2024,1040466,,POINT (-73.90414 40.74503)
0340-22-106925,Restaurant,11/30/2024,WAITSTILL'S TAVERN,CHARL INC,Nassau,1,340,10/2/2024,516 EAST MEADOW AVENUE,,EAST MEADOW,New York,11554,10/2/2024,10/2/2024,1016821,,POINT (-73.55673 40.71162)
0341-24-107795,Summer Restaurant,11/30/2024,DURYEA'S ORIENT POINT,MGHE LLC,Suffolk,1,341,4/1/2024,40200 MAIN RD,,ORIENT,New York,11957,3/29/2024,3/29/2024,6015832,,POINT (-72.24457 41.15363)
0341-24-109319,Summer Restaurant,11/30/2024,CLAUDIOS CLAM BAR,PWIB CLAUDIO MANAGEMENT II LLC,Suffolk,1,341,4/8/2024,111 MAIN ST,STORE 2,GREENPORT,New York,11944,4/8/2024,4/8/2024,6017389,,POINT (-72.35883 41.10189)
0341-24-226456,Summer Restaurant,11/30/2024,,"Legends Hospitality, LLC and The Bethel Performing Arts Center, LLC",Sullivan,1,341,3/1/2024,560 W Shore Road,,Swan Lake,New York,12783,8/29/2024,8/29/2024,6035009,,POINT (-74.88293 41.70324)
0340-23-338671,Restaurant,11/30/2024,HOLLAND HILLS COUNTRY CLUB,FORNES ENTERPRISES INC,Erie,1,340,4/11/2023,10438 HOLLAND GLENWOOD RD,,COLDEN,New York,14033,4/11/2023,4/11/2023,3155593,,POINT (-78.60472 42.62794)
0340-22-108529,Restaurant,11/30/2024,THE STEPHEN TALKHOUSE,ERASTUS BAR INC,Suffolk,1,340,10/2/2024,161 MAIN ST,,AMAGANSETT,New York,11930,10/2/2024,10/2/2024,1313261,,POINT (-72.14215 40.97469)
0340-23-129168,Restaurant,11/30/2024,THE JUICY BOX,"JUICY BOX BAR LLC, THE",Kings,1,340,3/3/2023,2281 NOSTRAND AVE,,BROOKLYN,New York,11210,3/3/2023,3/3/2023,1311121,,POINT (-73.94728 40.62903)
0340-23-129632,Restaurant,11/30/2024,SOCO LOUNGE,MAAHES LLC,Kings,1,340,6/16/2023,507 MYRTLE AVE STORE 2,,BROOKLYN,New York,11205,6/16/2023,6/16/2023,1309684,,POINT (-73.96457 40.6936)
0340-22-114906,Restaurant,11/30/2024,,BRAVAZO RESTAURANT CORP,Kings,1,340,7/26/2024,782 4TH AVE,,BROOKLYN,New York,11232,12/13/2022,12/13/2022,1349060,,POINT (-73.99886 40.65975)
0340-22-113041,Restaurant,11/30/2024,SONEROS NIGHT CLUB BAR,SONEROS BAR RESTAURANT INC,Queens,1,340,11/18/2024,92 02 CORONA AVE,,ELMHURST,New York,11373,11/18/2024,11/18/2024,1278879,,POINT (-73.87218 40.74244)
0340-23-134177,Restaurant,11/30/2024,MISS KOREA,TGM 21 INC,New York,1,340,3/1/2023,10 WEST 32ND ST 3RD FLOOR,,NEW YORK,New York,10001,3/1/2023,3/1/2023,1265794,,POINT (-73.98634 40.7475)
0341-24-108004,Summer Restaurant,11/30/2024,PIER I CAFE,PIER I CAFE INC,New York,1,341,4/1/2024,500 W 70TH ST,WEST 70TH & W 69TH STREETS,NEW YORK,New York,10069,4/1/2024,4/1/2024,6016053,,POINT (-73.98763 40.77938)
0341-23-130774,Summer Restaurant,11/30/2024,,BATHING CORP OF SOUTHAMPTON,Suffolk,1,341,5/1/2024,14 GIN LANE,,SOUTHAMPTON,New York,11968,1/17/2025,1/17/2025,1048957,,POINT (-72.39213 40.86925)
0341-24-207978,Summer Restaurant,11/30/2024,SCRATCH GRILLE,GTEE GOLF LLC,Sullivan,1,341,4/1/2024,586 LOCH SHELDRAKE HURLEYVILLE,,LOCH SHELDRAKE,New York,12759,4/1/2024,4/1/2024,6016027,,POINT (-74.66252 41.75947)
0340-22-106203,Restaurant,11/30/2024,KING'S CAFE,79 CLINTON RESTAURANT GROUP LLC,New York,1,340,7/2/2024,79 CLINTON ST,,NEW YORK,New York,10002,11/28/2022,11/28/2022,1298165,,POINT (-73.98511 40.719)
0341-24-107711,Summer Restaurant,11/30/2024,WEST PAVILLION,LESSING'S INC,Suffolk,1,341,4/1/2024,SUNKEN MEADOW STATE PARK,,KINGS PARK,NY,11754,11/1/2024,11/1/2024,6015745,,
0340-22-206643,Restaurant,11/30/2024,THE MURRAYS,BARMARSUE INC,Onondaga,1,340,7/8/2024,2722 BURNET AVE,,SYRACUSE,New York,13206,7/8/2024,7/8/2024,2505515,,POINT (-76.09851 43.05984)
0341-24-109225,Summer Restaurant,11/30/2024,PILOT,PILOT BROOKLYN LLC,Kings,1,341,4/4/2024,PIER 6 NW BERTH,BROOKLYN BRIDGE PARK,BROOKLYN,New York,11201,4/4/2024,4/4/2024,6017294,,
0341-24-207258,Summer Restaurant,11/30/2024,BOATHOUSE RESTAURANT,BOATHOUSE RESTAURANT LLC,Warren,1,341,4/1/2024,3210 LAKE SHORE DR,,LAKE GEORGE,NY,12845,3/20/2024,3/20/2024,6015285,,POINT (-73.69752 43.44995)
0341-24-107949,Summer Restaurant,11/30/2024,TACO VISTA,ABC & E LLC,New York,1,341,4/1/2024,140 CARDER RD,,NEW YORK,NY,10004,4/1/2024,4/1/2024,6015998,,POINT (-74.01494 40.69294)
0341-24-227401,Summer Restaurant,11/30/2024,,Millbrook On The River Inc,Sullivan,1,341,4/1/2024,1774 Rte 97,,Pond Eddy,NY,12770,9/6/2024,9/6/2024,6035991,,POINT (-74.82122 41.43926)
0340-23-129520,Restaurant,11/21/2024,,PILAR CUBAN RESTAURANT INC,Kings,1,340,3/6/2023,397 GREENE AVE,,BROOKLYN,New York,11216,3/6/2023,3/6/2023,1300028,,POINT (-73.95507 40.68793)
0340-23-129877,Restaurant,11/5/2024,1020,1020 AMSTERDAM CORP,New York,1,340,4/1/2023,1020 AMSTERDAM AVE,,NEW YORK,New York,10025,3/29/2023,3/29/2023,1027483,,POINT (-73.96368 40.80323)
0112-23-225697,Summer Restaurant,10/31/2024,LEGENDS FIELDS,CHAMPIONS EVENT SERVICES LLC,Oswego,1,112,4/1/2024,99 CHURCHILL RD,,OSWEGO,New York,13126,3/27/2024,3/27/2024,2212382,,POINT (-76.47354 43.43251)
0112-23-123787,Summer Restaurant,10/31/2024,HOOK LINE & SINKER,HOOK LINE & SINKER INC,Suffolk,1,112,4/1/2024,16 BAYVIEW AVENUE,,BAYSHORE,New York,11706,3/27/2024,3/27/2024,1239566,,POINT (-73.24263 40.71287)
0240-22-300567,Restaurant,10/31/2024,CRACKER BARREL OLD COUNTRY STORE #699,CBOCS NY LLC,Chemung,1,240,11/7/2023,1740 COUNTY ROUTE 64,,HORSEHEADS,New York,14845,11/7/2023,11/7/2023,3168997,,POINT (-76.85731 42.15975)
0241-23-124114,Summer Restaurant,10/31/2024,,RALPHS FISHING STATION INC,Suffolk,1,241,3/22/2024,250 HARBOR BEACH RD,,MOUNT SINAI,New York,11766,3/22/2024,3/22/2024,1295008,,POINT (-73.02476 40.96438)
0112-23-223792,Summer Restaurant,10/31/2024,,HARTFORD GREENS COUNTRY CLUB LLC,Washington,1,112,5/24/2024,3737 STATE RTE 196,,HARTFORD,New York,12838,5/24/2024,5/24/2024,2226045,,POINT (-73.43299 43.34802)
0241-23-126640,Summer Restaurant,10/31/2024,,EAST END CLAMBAKES INC,Suffolk,1,241,4/1/2024,590 COUNTY RD 39,,SOUTHAMPTON,New York,11968,3/27/2024,3/27/2024,1253544,,POINT (-72.41907 40.89568)
0240-23-339665,Restaurant,10/31/2024,WEHRLE DINER,WEHRLE DINER INC,Erie,1,240,7/21/2023,29 WEHRLE DR,,AMHERST,New York,14226,7/21/2023,7/21/2023,3158081,,POINT (-78.7836 42.94964)
0241-23-326711,Summer Restaurant,10/31/2024,GENESEE COUNTRY VILLAGE & MUSEUM,GENESEE COUNTRY MUSEUM,Monroe,1,241,5/8/2024,1410 FLINT HILL ROAD,DEPOT,MUMFORD,New York,14511,5/8/2024,5/8/2024,3124474,,
0112-23-226097,Summer Restaurant,10/31/2024,,TONY HARPER'S PIZZA & CLAM SHACK INC,Hamilton,1,112,5/1/2024,ROUTE 28 BOX 569,,RAQUETTE LAKE,NY,13436,4/3/2024,4/3/2024,2105771,,POINT (-74.6259 43.80724)
0112-23-323763,Summer Restaurant,10/31/2024,MACS DRIVE IN,CRAIG D ADAM & JOHN F CONLEY,Seneca,1,112,3/22/2024,1166 WATERLOO GENEVA ROAD,,WATERLOO,New York,13165,3/22/2024,3/22/2024,3149905,,POINT (-76.88733 42.90103)
0112-23-125229,Summer Restaurant,10/31/2024,THE PECKING ORDER,WILDLIFE CONSERVATION SOCIETY,Bronx,1,112,4/1/2024,2300 SOUTHERN BLVD,,BRONX,New York,10460,3/26/2024,3/26/2024,1311298,,POINT (-73.8819 40.85102)
0112-23-325329,Summer Restaurant,10/31/2024,LAKE SHORE CC/SHORE ACRES STAND,LAKE SHORE PROPERTIES INC,Monroe,1,112,4/1/2024,1150 GREENLEAF RD,T/O GREECE,ROCHESTER,New York,14612,3/15/2024,3/15/2024,3010871,,POINT (-77.6256 43.26586)
0240-24-206935,Restaurant,10/31/2024,CRACKER BARREL OLD COUNTRY STORE #350,CBOCS NY LLC,Dutchess,1,240,3/18/2024,4 MERRITT BLVD,,FISHKILL,New York,12524,3/18/2024,3/18/2024,2229185,,POINT (-73.89244 41.5298)
0112-23-126960,Summer Restaurant,10/31/2024,,CITY ICE SPORTS INC,Kings,1,112,5/1/2024,760 ORIENTAL BLVD,,BROOKLYN,New York,11235,4/30/2024,4/30/2024,1241482,,POINT (-73.94349 40.5772)
0241-23-223609,Summer Restaurant,10/31/2024,,HERE HERE INC,Schoharie,1,241,4/8/2024,420 W FULTON RD,,WEST FULTON,New York,12194,4/8/2024,4/8/2024,2207560,,POINT (-74.4382 42.54205)
0112-23-224660,Summer Restaurant,10/31/2024,FLAT ROCK INN,GORDON J YANCEY,Lewis,1,112,6/1/2024,CENTERVILLE ROAD,PO BOX 22,LOWVILLE,NY,13367,5/20/2024,5/20/2024,2502811,,
0241-23-224973,Summer Restaurant,10/31/2024,,STREAKING MOOSE BBQ INC,Warren,1,241,5/10/2024,990 RTE 149,,QUEENSBURY,New York,12801,5/10/2024,5/10/2024,2196502,,POINT (-73.62103 43.39763)
0241-24-206041,Summer Restaurant,10/31/2024,Kitchen at Ten Barn Farm,"Kitchen at Ten Barn Farm LLC, The",Columbia,1,241,4/1/2024,1142 County Route 22,,Ghent,New York,12075,3/11/2024,3/11/2024,6014060,,POINT (-73.69099 42.32039)
0241-23-227020,Summer Restaurant,10/31/2024,MEADOWBROOK GOLF CLUB,T & T GOLF ENTERPRISES LLC,Cayuga,1,241,4/3/2024,8702 BALL RD,HAMILTON & BENTLY SCHOOL RDS,WEEDSPORT,New York,13166,4/3/2024,4/3/2024,2606582,,POINT (-76.58238 43.03859)
0241-23-226576,Summer Restaurant,10/31/2024,MAPLE RIDGE PARK,WWMB LLC,Essex,1,241,4/1/2024,2922 NYS RTE 9N,,CROWN POINT,New York,12928,3/15/2024,3/15/2024,2190007,,POINT (-73.4301 43.95978)
0112-23-226544,Summer Restaurant,10/31/2024,NORTHERN PINES GOLF CLUB,NORTHERN PINES OF CICERO LLC,Onondaga,1,112,3/27/2024,6722 ROUTE 31,FERGURSON RD & CICERO CENTER R,CICERO,New York,13039,3/27/2024,3/27/2024,2606470,,POINT (-76.05674 43.17776)
0112-23-224503,Summer Restaurant,10/31/2024,TULLY'S GOOD TIMES,TULLY'S AMHERST INC,Onondaga,1,112,6/27/2024,STATE FAIR GROUNDS  SPACE 884,T/O GEDDES,SYRACUSE,New York,13209,6/27/2024,6/27/2024,2602841,,
0112-23-126303,Summer Restaurant,10/31/2024,COLONIAL SPRINGS GOLF COURSE,COLONIAL SPRINGS GOLF COURSE INC,Suffolk,1,112,3/27/2024,LONG ISLAND AVENUE,,EAST FARMINGDALE,New York,11735,3/27/2024,3/27/2024,1048825,,
0241-24-311289,Summer Restaurant,10/31/2024,,"FORX LLC, THE",Steuben,1,241,4/30/2024,11268 STATE RTE 21 S,,WAYLAND,New York,14572,4/30/2024,4/30/2024,6019449,,POINT (-77.59418 42.54784)
0241-23-223916,Summer Restaurant,10/31/2024,ORIGINS CAFE,CAREFREE GARDENS LLC,Otsego,1,241,5/1/2024,550 BEAVER MEADOW RD,,COOPERSTOWN,New York,13326,4/12/2024,4/12/2024,2207159,,POINT (-74.91565 42.67433)
0112-23-224862,Summer Restaurant,10/31/2024,ARROWHEAD GOLF COURSE,ARROWHEAD GOLF COURSE INC,Onondaga,1,112,4/9/2024,7185 E TAFT RD,T/O CICERO,EAST SYRACUSE,New York,13057,4/19/2024,4/19/2024,2505869,,POINT (-76.02761 43.12265)
0241-23-124879,Summer Restaurant,10/31/2024,PINES BISTRO & PIZZA,PB & J INDUSTRIES INC,Suffolk,1,241,3/27/2024,36 FIRE ISLAND BLVD,SOUTHWEST CORNER,FIRE ISLAND PINES,New York,11782,3/27/2024,3/27/2024,1162328,,POINT (-73.06973 40.6651)
0112-23-326051,Summer Restaurant,10/31/2024,SPRUCE RIDGE GOLF COURSE,SPRUCE RIDGE OF WNY LLC,Wyoming,1,112,5/2/2024,798 GENESEE RD,,ARCADE,New York,14030,5/2/2024,5/2/2024,3169264,,POINT (-78.42784 42.54789)
0112-23-324770,Summer Restaurant,10/31/2024,(SNACK SHACK-BEER ONLY),BYRNCLIFF INC,Wyoming,1,112,5/1/2024,2357 HUMPHREY RD,,VARYSBURG,New York,14167,4/12/2024,4/12/2024,3117297,,POINT (-78.37344 42.76609)
0240-22-200671,Restaurant,10/31/2024,CRACKER BARREL OLD COUNTRY STORE #302,CBOCS NY LLC,Jefferson,1,240,11/9/2023,1289 COFFEEN ST,,WATERTOWN,New York,13601,11/9/2023,11/9/2023,2229179,,POINT (-75.94304 43.98744)
0240-22-301183,Restaurant,10/31/2024,CRACKER BARREL OLD COUNTRY STORE #298,CBOCS NY LLC,Erie,1,240,11/9/2023,6643 TRANSIT RD,,WILLIAMSVILLE,New York,14221,11/9/2023,11/9/2023,3168991,,POINT (-78.69567 42.95096)
0112-23-324213,Summer Restaurant,10/31/2024,THE HICKMAN MEMORIAL SPORTSPLEX,HICKMAN MEMORIAL SPORTSPLEX INC THE,Genesee,1,112,5/2/2024,20 ALBERT ST,,OAKFIELD,New York,14125,5/2/2024,5/2/2024,3166252,,POINT (-78.27637 43.06752)
0112-23-225699,Summer Restaurant,10/31/2024,WEST SNACK BAR,MALONE GOLF CLUB REST INC,Franklin,1,112,3/27/2024,79 GOLF COURSE RD,,MALONE,NY,12953,3/27/2024,3/27/2024,2006461,,POINT (-74.27848 44.82307)
0241-23-226298,Summer Restaurant,10/31/2024,,WINDHAM VENTURES INC,Greene,1,241,3/27/2024,11 VETS RD,,WINDHAM,New York,12496,3/27/2024,3/27/2024,2224710,,POINT (-74.25298 42.30641)
0112-23-126969,Summer Restaurant,10/31/2024,LITTLE SNACK BAR,NICKY'S CLAM BAR INC,Suffolk,1,112,5/1/2024,104 MAPLE AVENUE,,BAY SHORE,New York,11706,4/15/2024,4/15/2024,1237195,,POINT (-73.24211 40.71588)
0241-23-326688,Summer Restaurant,10/31/2024,GENESEE COUNTRY VILLAGE & MUSEUM,GENESEE COUNTRY MUSEUM,Monroe,1,241,5/8/2024,1410 FLINT HILL ROAD,VICTORIAN GARDENS PAVILION,MUMFORD,New York,14511,9/14/2024,9/14/2024,3124473,,
0112-23-124215,Summer Restaurant,10/31/2024,,TRAHANAS LLC,Suffolk,1,112,4/1/2024,600 ROBERT MOSES STATE PKW,FIELD 3,BABYLON,New York,11702,3/28/2024,3/28/2024,1328530,,POINT (-73.27854 40.62356)
0241-23-123836,Summer Restaurant,10/31/2024,HERITAGE 147,HERITAGE 147 INC,Westchester,1,241,5/29/2024,99 PARK AVE,,LARCHMONT,New York,10538,5/29/2024,5/29/2024,1345793,,POINT (-73.74875 40.91797)
0241-24-200745,Summer Restaurant,10/31/2024,HI-WAY DRIVE-IN,MOST LIKE TOAST LLC,Greene,1,241,4/1/2024,10699 RTE 9W,,COXSACKIE,New York,12051,1/11/2024,1/11/2024,6008659,,POINT (-73.849 42.32488)
0241-23-324707,Summer Restaurant,10/31/2024,OLD MAN RIVER,OLD MAN RIVER INC,Erie,1,241,3/27/2024,375 NIAGARA ST,FRANKLIN AND WHEELER,TONAWANDA,New York,14150,3/27/2024,3/27/2024,3122372,,POINT (-78.89222 43.0158)
0112-23-323842,Summer Restaurant,10/31/2024,GENEVA REDWINGS,GENEVA BASEBALL INC,Ontario,1,112,3/27/2024,180 LYCEUM ST,,GENEVA,New York,14456,3/27/2024,3/27/2024,3169675,,POINT (-76.99996 42.86814)
0112-23-325195,Summer Restaurant,10/31/2024,SEABREEZE PARK (GROVE 2),OVERLOOK DEVELOPMENT INC,Monroe,1,112,5/1/2024,4600 CULVER RD,T/O IRONDEQUOIT,ROCHESTER,New York,14622,5/1/2024,5/1/2024,3010874,,POINT (-77.54381 43.23361)
0241-23-225002,Summer Restaurant,10/31/2024,,GARDENWORKS FARM LLC,Washington,1,241,4/8/2024,1055 COUNTY RTE 30,,SALEM,New York,12865,4/8/2024,4/8/2024,2195732,,POINT (-73.37435 43.21311)
0112-23-224185,Summer Restaurant,10/31/2024,MIDDLEBURGH LANES AND LAUNDROMAT,RICHARD G SHULTES AND PATRICIA A. SHULTES,Oneida,1,112,3/29/2024,6591 NY ROUTE 5,,VERNON,New York,13476,3/29/2024,3/29/2024,2226370,,POINT (-75.4509 43.07549)
0241-23-223556,Summer Restaurant,10/31/2024,SLICE PIZZERIA,KATZS LLC,Warren,1,241,5/1/2024,4 BEACH RD,,LAKE GEORGE,New York,12845,4/9/2024,4/9/2024,2190909,,POINT (-73.71374 43.42268)
0241-23-126492,Summer Restaurant,10/31/2024,D & J REFRESHMENTS,D & J REFRESHMENTS INC,Nassau,1,241,4/1/2024,52 CHERRY VALLEY AVE,,GARDEN CITY,New York,11530,4/15/2024,4/15/2024,1293419,,POINT (-73.65244 40.71299)
0112-23-125363,Summer Restaurant,10/31/2024,SEAVIEW RESTAURANT,SEAVIEW RESTAURANT INC,Nassau,1,112,5/1/2024,1875 OCEAN BLVD,,ATLANTIC BEACH,New York,11509,4/11/2024,4/11/2024,1018521,,POINT (-73.73258 40.58716)
0112-23-126258,Summer Restaurant,10/31/2024,WEST SAYVILLE GOLF COURSE,LESSING'S INC,Suffolk,1,112,4/1/2024,MONTAUK HGWY,,WEST SAYVILLE,New York,11796,3/25/2024,3/25/2024,1048831,,
0241-23-224357,Summer Restaurant,10/31/2024,,FOGARTY'S LAKE FLOWER MARINA LLC,Essex,1,241,4/4/2024,260 LAKE FLOWER AVE,,SARANAC LAKE,New York,12983,5/2/2024,5/2/2024,2225811,,POINT (-74.12386 44.32176)
0241-23-223404,Summer Restaurant,10/31/2024,COOPERSTOWN FUN PARK,HICKEY GOLF INC,Otsego,1,241,4/1/2024,4850 STATE HWY 28,,COOPERSTOWN,New York,13326,3/29/2024,3/29/2024,2185391,,POINT (-74.9601 42.65806)
0112-23-325344,Summer Restaurant,10/31/2024,LAKE SHORE CC/SNACK STAND,LAKE SHORE PROPERTIES INC,Monroe,1,112,4/1/2024,1165 GREENLEAF RD,T/O GREECE,ROCHESTER,New York,14612,3/15/2024,3/15/2024,3010872,,POINT (-77.62492 43.26474)
0112-23-324730,Summer Restaurant,10/31/2024,THE AMERICAN LEGION,NEWELL FAULKNER POST 880 INC,Erie,1,112,3/20/2024,2912 LEGION DRIVE,,EDEN,New York,14057,3/20/2024,3/20/2024,3006021,,POINT (-78.88463 42.66311)
0241-24-108752,Summer Restaurant,10/31/2024,SMITHTOWN LANDING CATERERS,PANICOS COMMUNITY MARKET INC,Suffolk,1,241,4/2/2024,495 LANDING AVE,,SMITHTOWN,New York,11787,4/2/2024,4/2/2024,6016803,,POINT (-73.20656 40.88713)
0112-23-323568,Summer Restaurant,10/31/2024,(HALFWAY HOUSE),WC CLUB LLC,Allegany,1,112,4/4/2024,3006 STATE RTE 19,,WELLSVILLE,New York,14895,4/4/2024,4/4/2024,3153764,,POINT (-77.93111 42.10906)
0112-23-126786,Summer Restaurant,10/31/2024,DENO'S SNACK BAR/FAMIGLIA PIZZA,VODOU FOODS CORP,Kings,1,112,3/18/2024,1025 BOARDWALK,,BROOKLYN,NY,11224,3/18/2024,3/18/2024,1188160,,POINT (-73.97898 40.57325)
0241-23-125863,Summer Restaurant,10/31/2024,PIXIE SCOUT CANTINE AT THE FOUNTAIN,"PIXIE AND THE SCOUT LLC, THE",New York,1,241,4/1/2024,FOUNTAIN KIOSK BATTERY PARK,THE BOSQUE AREA,NEW YORK,New York,10004,3/11/2024,3/11/2024,1337063,,
0241-23-124327,Summer Restaurant,10/31/2024,,RIPPERS 2 LLC,Queens,1,241,4/30/2024,8601 SHORE FRONT PARKWAY,,ROCKAWAY BEACH,New York,11693,4/30/2024,4/30/2024,1335991,,POINT (-73.81103 40.58486)
0241-23-226532,Summer Restaurant,10/31/2024,NORTHERN PINES GOLF CLUB,NORTHERN PINES OF CICERO LLC,Onondaga,1,241,3/27/2024,6722 ROUTE 31,FERGURSON RD & CICERO CENTER R,CICERO,New York,13039,3/27/2024,3/27/2024,2606469,,POINT (-76.05674 43.17776)
0241-24-211285,Summer Restaurant,10/31/2024,COOPER'S BARN,COOPER SNYDER LLC,Otsego,1,241,5/17/2024,4833 STATE HWY 28,,COOPERSTOWN,New York,13326,5/17/2024,5/17/2024,6019445,,POINT (-74.9614 42.65727)
0112-23-326761,Summer Restaurant,10/31/2024,,CHEMUNG SPEEDROME LLC,Chemung,1,112,4/1/2024,605 WYNCOOP CREEK ROAD,,CHEMUNG,New York,14825,3/15/2024,3/15/2024,3134594,,POINT (-76.62496 42.01002)
0241-24-325009,Summer Restaurant,10/31/2024,EDEN VALLEY GOLF,EDEN VALLEY GOLF LLC,Erie,1,241,4/1/2024,10401 Sisson Hwy,T/0 North Collins,Eden,New York,14057,8/15/2024,8/15/2024,6033532,,POINT (-78.84187 42.59916)
0241-23-223518,Summer Restaurant,10/31/2024,NEVERSINK FARM,CONOR CRICKMORE,Sullivan,1,241,4/22/2024,635 CLARYVILLE RD,,CLARYVILLE,NY,12725,4/22/2024,4/22/2024,2219878,,POINT (-74.58239 41.89679)
0241-24-104277,Summer Restaurant,10/31/2024,,TAQUERIA EMILIO 3 CORP,Kings,1,241,4/1/2024,3029 STILLWELL AVE,,BROOKLYN,NY,11224,2/20/2024,2/20/2024,6012268,,POINT (-73.98096 40.57414)
0240-22-100530,Restaurant,10/31/2024,,BELOVED CAFE LLC,New York,1,240,9/16/2024,196-198 ALLEN ST,,NEW YORK,New York,10002,11/15/2022,11/15/2022,1342914,,POINT (-73.98871 40.72237)
0240-22-201356,Restaurant,10/31/2024,JEZI'S CAFE' AND BOUTIQUE,JEZIS CAFE LLC,Jefferson,1,240,4/17/2024,209 COMMERCIAL ST,,THERESA,New York,13691,4/17/2024,4/17/2024,2230177,,POINT (-75.79768 44.21487)
0241-23-225806,Summer Restaurant,10/31/2024,"GT'S FAMILY RESTAURANT, CANTON",GRUB TUB INC THE,St Lawrence,1,241,5/16/2024,70 SULLIVAN DR,,CANTON,New York,13617,5/16/2024,5/16/2024,2221302,,POINT (-75.16841 44.61319)
0112-23-324298,Summer Restaurant,10/31/2024,,3 CS CATERING LLC,Chautauqua,1,112,4/1/2024,485 FALCONER ST,,JAMESTOWN,New York,14701,3/28/2024,3/28/2024,3164848,,POINT (-79.21886 42.11231)
