License Permit ID,Description,Expiration Date,DBA,LegalName,Premises County,Type,Class,Effective Date,Actual Address Of Premises,Additional Address Information,City,State Name,Zip Code,Original Issue Date,Last Issue Date,Legacy_Serial_Number,AKA Address,Georeference
0340-23-134017,Restaurant,4/30/2024,,ROYAL PUB INC,Suffolk,1,340,6/23/2023,534 WILLIAM FLOYD PKW,,SHIRLEY,New York,11967,6/23/2023,6/23/2023,1308037,,POINT (-72.86639 40.799)
0340-23-339243,Restaurant,4/30/2024,"HIGH VIOLET, POST SCRIPT, P.S.",HIGH VIOLET HOLDINGS LLC,Erie,1,340,7/28/2023,712 ELMWOOD AVE,,BUFFALO,New York,14222,7/28/2023,7/28/2023,3167921,,POINT (-78.87705 42.91649)
0340-22-110940,Restaurant,4/30/2024,HOLYWATER,109 W BROADWAY BASEMENT LLC,New York,1,340,2/22/2024,109 W BROADWAY,BASEMENT,NEW YORK,NY,10013,2/22/2024,2/22/2024,1339210,,POINT (-74.00874 40.71617)
0340-22-107063,Restaurant,4/30/2024,APPLEBEES NEIGHBOR GRILL & BAR,SHEEPSHEAD APPLE LLC,Kings,1,340,9/9/2024,2501 2525 EMMONS AVENUE,E 25TH AND E 26TH STREETS,BROOKLYN,New York,11235,4/14/2022,4/14/2022,1126825,,POINT (-73.94338 40.58372)
0340-22-313803,Restaurant,4/30/2024,,ROCHESTER BEER PARK LLC,Monroe,1,340,6/11/2024,375 AVERILL AVE,,ROCHESTER,New York,14620,6/11/2024,6/11/2024,3160617,,POINT (-77.60069 43.14492)
0340-22-309033,Restaurant,4/30/2024,TULLYS GOOD TIMES,TULLYS BATAVIA INC,Genesee,1,340,12/6/2023,522 E MAIN ST,,BATAVIA,New York,14020,12/6/2023,12/6/2023,3008165,,POINT (-78.16984 42.99574)
0340-23-131605,Restaurant,4/30/2024,"2A, BERLIN 25, OLD FLINGS",SWAUTO LTD,New York,1,340,8/16/2023,25 AVENUE A,,NEW YORK,New York,10009,8/16/2023,8/16/2023,1024671,,POINT (-73.98581 40.72291)
0340-22-115193,Restaurant,4/30/2024,BRIC,BRIC ARTS MEDIA BKLYN INC,Kings,1,340,1/23/2024,647 FULTON ST,,BROOKLYN,New York,11217,1/23/2024,1/23/2024,1293250,,POINT (-73.97923 40.68821)
0340-22-115444,Restaurant,4/30/2024,,Gate Gourmet Lounge Inc,Queens,1,340,6/5/2024,JFK INTERNATIONAL AIRPORT,1 CENTRAL TERMINAL AREA,JAMAICA,New York,11430,6/5/2024,6/5/2024,1305802,,
0340-22-106805,Restaurant,4/30/2024,PYRAMID,MOONWALKERS RESTAURANT CORP,New York,1,340,5/22/2024,101 AVENUE A,,NEW YORK,New York,10009,4/14/2022,4/14/2022,1024644,,POINT (-73.98377 40.72573)
0240-23-140370,Restaurant,3/31/2024,,"LOCAL PRESS LLC, THE",Queens,1,240,4/25/2023,92-15 ROCKAWAY BLVD,,OZONE PARK,New York,11417,4/25/2023,4/25/2023,1306123,,POINT (-73.84692 40.68126)
0340-22-108931,Restaurant,3/31/2024,,LIT SPORTS LOUNGE & GRILL LLC,Westchester,1,340,3/26/2024,234 NORTH AVENUE,STORE #2,NEW ROCHELLE,New York,10801,3/26/2024,3/26/2024,1319584,,POINT (-73.7815 40.91071)
0340-23-138198,Restaurant,3/31/2024,POTIONS,POTIONS BAR INC,Queens,1,340,9/15/2023,12420 LIBERTY AVE,,SOUTH RICHMOND HILL,New York,11419,9/15/2023,9/15/2023,1324077,,POINT (-73.81945 40.68807)
0340-23-137962,Restaurant,3/31/2024,EAVESDROP,LISTENING BAR LLC,Kings,1,340,7/21/2023,674 MANHATTAN AVE,,BROOKLYN,New York,11222,7/21/2023,7/21/2023,1339254,,POINT (-73.95138 40.72482)
0340-22-108139,Restaurant,3/31/2024,,SENECA BAR CORP,Queens,1,340,11/9/2023,681 SENECA AVE,,RIDGEWOOD,New York,11385,11/9/2023,11/9/2023,1335603,,POINT (-73.90814 40.70308)
0340-23-134315,Restaurant,3/31/2024,,TOWN OF NORTH HEMPSTEAD,Nassau,1,340,2/23/2023,1 FAIRWAY DR,HARBOR LINKS,PORT WASHINGTON,New York,11050,2/23/2023,2/23/2023,1175495,,POINT (-73.66499 40.82528)
0340-23-331917,Restaurant,3/31/2024,LODGE,SCOTTS PEEK N PEAK LLC,Chautauqua,1,340,12/18/2023,1405 OLDE RD,,FRENCH CREEK,New York,14724,12/18/2023,12/18/2023,3152913,,POINT (-79.73496 42.06254)
0340-22-109366,Restaurant,3/31/2024,SUNDOWN BAR,CHICKEN SOUP & RICE LLC,Queens,1,340,8/28/2024,68-38 FOREST AVE,STOREFRONT B,RIDGEWOOD,New York,11385,8/28/2024,8/28/2024,1305344,,POINT (-73.90107 40.70262)
0340-22-213831,Restaurant,3/31/2024,THE WELL,HALLMARK MANAGEMENT SERVICE INC,Cayuga,1,340,10/25/2023,170 MAIN ST,SMITH HALL,AURORA,New York,13026,10/25/2023,10/25/2023,2210608,,POINT (-76.69253 42.74699)
0340-22-108082,Restaurant,3/31/2024,Abigail's,2672 ENTERPRISES LLC,New York,1,340,2/6/2024,2672 BROADWAY,AKA 216 W 102ND ST STORE 2/3,NEW YORK,NY,10025,2/6/2024,2/6/2024,1337930,,POINT (-73.96902 40.79827)
0340-22-205346,Restaurant,2/29/2024,,"Sodexo Operations, LLC",St Lawrence,1,340,2/20/2024,8 CLARKSON AVE,CHEEL CAMPUS CENTER,POTSDAM,New York,13699,2/20/2024,2/20/2024,2218448,,POINT (-74.99405 44.66699)
0340-23-238353,Restaurant,2/29/2024,FRANKIE BIRD,"DAISY TROY INC, THE",Rensselaer,1,340,6/15/2023,6 FRANKLIN PL,,TROY,New York,12180,6/15/2023,6/15/2023,2219102,,POINT (-73.69047 42.7253)
0340-24-103607,Restaurant,2/29/2024,SCARR PIZZA,SCARR PIZZA LLC,New York,1,340,2/12/2024,35 ORCHARD ST,SOUTH STORE,NEW YORK,NY,10002,2/12/2024,2/12/2024,6011591,,POINT (-73.99146 40.71573)
0340-23-337344,Restaurant,2/29/2024,DUANE A ROWLAND,BARBARA ROWLAND AS EXECUTOR OF THE ESTATE OF,Erie,1,340,6/28/2023,805 807 ELK ST,,BUFFALO,New York,14210,6/28/2023,6/28/2023,3160014,,POINT (-78.82451 42.86463)
0340-22-108856,Restaurant,2/29/2024,PJ CARNEYS,FITZGERALD EDIBLES INC,New York,1,340,3/18/2024,906 7TH AVE,,NEW YORK,New York,10019,3/18/2024,3/18/2024,1026238,,POINT (-73.97982 40.76583)
0340-22-112298,Restaurant,2/29/2024,SALSA Y SAZON BAR REST,SALSAZASON LLC,Bronx,1,340,3/20/2024,370 E 146TH ST,,BRONX,New York,10455,3/20/2024,3/20/2024,1290752,,POINT (-73.91973 40.81438)
0340-22-106558,Restaurant,2/29/2024,169 BAR,CAFE 169 INC,New York,1,340,1/17/2024,169 E BROADWAY,ESSEX & EAST BROADWAY,NEW YORK,New York,10002,1/17/2024,1/17/2024,1173033,,POINT (-73.98979 40.71409)
0340-22-103231,Restaurant,2/29/2024,LADUREE,LADUREE SOHO LLC,New York,1,340,8/1/2024,396-398 W BROADWAY,,NEW YORK,NY,10012,8/1/2024,8/1/2024,1275681,,POINT (-74.00222 40.72422)
0340-22-104596,Restaurant,2/29/2024,WHISTLIN' DONKEY,SAM MAGUIRE'S LLC,Westchester,1,340,3/19/2024,641 MCLEAN AVE,,YONKERS,New York,10705,3/19/2024,3/19/2024,1292774,,POINT (-73.87864 40.90903)
0340-22-303322,Restaurant,2/29/2024,MY APARTMENT,SPANKY6555 ENTERPRISES INC,Monroe,1,340,8/8/2024,2515 MT READ BLVD,,ROCHESTER,New York,14615,8/8/2024,8/8/2024,3151053,,POINT (-77.65992 43.20235)
0340-22-106976,Restaurant,2/29/2024,EL CANTINERO,BEAU MAISON CORP,New York,1,340,2/22/2024,86 UNIVERSITY PLACE,,NEW YORK,NY,10003,2/22/2024,2/22/2024,1024183,,POINT (-73.9931 40.73356)
0340-23-329219,Restaurant,2/29/2024,UNION PUB,"PUB AT 38 SWAN INC, THE",Erie,1,340,8/31/2023,295 MAIN STREET,STE 114,BUFFALO,New York,14203,8/31/2023,8/31/2023,3173971,,POINT (-78.87544 42.88249)
0340-22-305396,Restaurant,2/29/2024,OVERPASS PUB,OVERPASS PUB LLC,Erie,1,340,6/6/2024,2720 SENECA ST,,WEST SENECA,New York,14224,6/6/2024,6/6/2024,3163816,,POINT (-78.79192 42.84399)
0340-22-104556,Restaurant,2/29/2024,,FLIK INTERNATIONAL CORP,Queens,1,340,10/26/2023,JFK INT'L AIRPORT TERM 7,,JAMAICA,New York,11430,10/26/2023,10/26/2023,1291336,,
0340-22-112324,Restaurant,2/29/2024,APPLEBEE'S NEIGHBORHOOD GRILL/BAR,RIVERDALE APPLE LLC,Bronx,1,340,9/9/2024,90 W 225TH ST,,BRONX,New York,10463,3/18/2022,3/18/2022,1340418,,POINT (-73.90935 40.87433)
0340-23-232891,Restaurant,2/29/2024,,IMPERIAL SPORTS ONE INC,Rockland,1,340,7/21/2023,64 ROUTE 303 SOUTH,,TAPPAN,New York,10983,7/21/2023,7/21/2023,2138468,,POINT (-73.94305 41.01828)
0340-22-112389,Restaurant,2/29/2024,LILLY'S OF LONG BEACH,954 roscrea llc,Nassau,1,340,2/14/2024,954 W BEECH ST,,LONG BEACH,New York,11561,2/14/2024,2/14/2024,1271882,,POINT (-73.69408 40.58602)
0340-23-138152,Restaurant,2/29/2024,HENDRIX HOUSE,BROOKLYN LOBSTER FRANCHISE LLC,Kings,1,340,2/28/2023,535 NOSTRAND AVE,,BROOKLYN,New York,11216,2/28/2023,2/28/2023,1329976,,POINT (-73.94964 40.67907)
0340-22-210662,Restaurant,2/29/2024,BOBBY'S LOUNGE,SCHEMES & DREAMS INC,Clinton,1,340,2/27/2024,5030 SOUTH CATHERINE STREET,,PLATTSBURGH,New York,12901,2/27/2024,2/27/2024,2112808,,POINT (-73.45729 44.69087)
0340-23-132365,Restaurant,2/29/2024,ROZU,LILLYS OF 9TH AVENUE LLC,Nassau,1,340,3/22/2023,21 23 S PARK AVE,,ROCKVILLE CENTRE,New York,11570,3/22/2023,3/22/2023,1306216,,POINT (-73.64549 40.65525)
0340-22-111347,Restaurant,2/29/2024,THE ROSEMONT,63 MONTROSE LLC,Kings,1,340,2/23/2024,63 MONTROSE AVE,,BROOKLYN,New York,11206,2/23/2024,2/23/2024,1286737,,POINT (-73.9474 40.70691)
0340-23-128447,Restaurant,2/29/2024,SCARR PIZZA,SCARR PIZZA LLC,New York,1,340,6/1/2023,35 ORCHARD ST,SOUTH STORE,NEW YORK,New York,10002,6/1/2023,6/1/2023,1346109,,POINT (-73.99146 40.71573)
0340-22-105401,Restaurant,2/29/2024,ENTERPRISES CO LLC; SPRINGHILL SUITES BY MARRIOTT,BILWIN DEVELOPMENT AFFILIATES LLC & CONCORD HOSP,Westchester,1,340,12/22/2023,109 MARBLEDALE RD,,TUCKAHOE,New York,10707,12/22/2023,12/22/2023,1316082,,POINT (-73.82047 40.95331)
0240-23-141757,Restaurant,1/31/2024,,WANG BIG BOWL NOODLE INC,Queens,1,240,4/25/2023,35-26 FARRINGTON ST,,FLUSHING,New York,11354,4/25/2023,4/25/2023,1306705,,POINT (-73.83148 40.76375)
0340-22-105142,Restaurant,1/31/2024,LULLABY,LULLABY DOWNTOWN LLC,New York,1,340,3/12/2024,151 RIVINGTON ST,LOWER LEVEL,NEW YORK,New York,10002,3/12/2024,3/12/2024,1337307,,POINT (-73.98567 40.71927)
0340-23-136785,Restaurant,1/31/2024,ALPHA RESTAURANT AND LOUNGE,TRUTH ASTORIA CORP,Queens,1,340,7/21/2023,40-06 ASTORIA BLVD,,ASTORIA,New York,11103,7/21/2023,7/21/2023,1311213,,POINT (-73.91064 40.76881)
0340-23-132831,Restaurant,1/31/2024,RUTH'S CHRIS STEAK HOUSE,"RCSH OPERATIONS, LLC",New York,1,340,3/23/2024,148 W 51ST ST,,NEW YORK,New York,10019,3/23/2024,3/23/2024,1121668,,POINT (-73.98215 40.76144)
0340-22-106449,Restaurant,1/31/2024,METROPOLITAN,559 LORIMER CORP,Kings,1,340,1/12/2024,559 LORIMER STREET,METROPOLITAN AVE & DEVOE ST,BROOKLYN,New York,11211,1/12/2024,1/12/2024,1100500,,POINT (-73.9493 40.71364)
0340-23-331129,Restaurant,1/31/2024,RUSTICO TO THE POINT,DUNKIRK EVENTS CENTER LLC,Chautauqua,1,340,5/19/2023,296 LAKE SHORE DR W,,DUNKIRK,New York,14048,5/19/2023,5/19/2023,3163165,,POINT (-79.35359 42.48408)
0340-23-127409,Restaurant,1/31/2024,FRANKIE'S PUB,692 10TH AVE LLC,New York,1,340,7/21/2023,692 10TH AVE,,NEW YORK,New York,10019,7/21/2023,7/21/2023,1339131,,POINT (-73.99249 40.76374)
0340-22-212659,Restaurant,1/26/2024,BEBOB'S BACKSTREET BBQ,BEBOBS BACKSTREET BBQ LLC,Warren,1,340,1/26/2024,75 DIESKAU ST,,LAKE GEORGE,New York,12845,1/26/2024,1/26/2024,2222545,,POINT (-73.7157 43.42208)
0340-23-227031,Restaurant,1/20/2024,MAMMA'S PIZZA RESTAURANT,"INKWELL TAVERN INC, THE",Rockland,1,340,2/5/2024,55D NORTH MYRTLE AVE,GROVE ST AND CHURCH ST,SPRING VALLEY,New York,10977,2/5/2024,2/5/2024,2119903,,POINT (-74.04706 41.11664)
0340-21-219553,Restaurant,12/31/2023,CHIPOTLE MEXICAN GRILL #1155,CHIPOTLE MEXICAN GRILL OF COLORADO LLC,Albany,1,340,8/19/2024,2 WADE RD,ADIRONDACK N WAY & MILL RD,LATHAM,New York,12110,8/19/2024,8/19/2024,2150111,,POINT (-73.77656 42.7556)
0340-22-305364,Restaurant,12/28/2023,LOT 10,TOAST TO ITHACA LLC,Tompkins,1,340,2/8/2024,106-112 S CAYUGA ST,,ITHACA,NY,14850,2/8/2024,2/8/2024,3163452,,POINT (-76.49898 42.43917)
0340-23-336798,Restaurant,12/5/2023,CITY LOUNGE,LOUNGE SIXTY9 INC,Erie,1,340,8/1/2023,875 BAILEY AVE,,BUFFALO,New York,14206,7/27/2023,7/27/2023,3162395,,POINT (-78.81529 42.87823)
0341-23-131273,Summer Restaurant,11/30/2023,,TOWN OF NORTH HEMPSTEAD,Nassau,1,341,3/1/2023,1 FAIRWAY DR,HARBOR LINKS SNACK BAR,PORT WASHINGTON,New York,11050,3/28/2023,3/28/2023,1018548,,POINT (-73.66499 40.82528)
0340-23-138824,Restaurant,11/30/2023,,SELAMAT PAGI LLC,Kings,1,340,6/8/2023,152 DRIGGS AVE,,BROOKLYN,New York,11222,6/8/2023,6/8/2023,1337184,,POINT (-73.9446 40.72304)
0341-24-108501,Summer Restaurant,11/30/2023,,TRAHANAS LLC,Nassau,1,341,4/1/2023,JONES BEACH STATE PARK,CENTRAL MALL UNIT B,WANTAGH,NY,11793,3/29/2024,3/29/2024,6016551,,
0341-24-108500,Summer Restaurant,11/30/2023,EAST BATHOUSE,TRAHANAS LLC,Nassau,1,341,4/1/2023,JONES BEACH STATE PARK,EAST BATH HOUSE,WANTAGH,NY,11793,3/29/2024,3/29/2024,6016550,,
0341-24-108499,Summer Restaurant,11/30/2023,,TRAHANAS LLC,Nassau,1,341,4/1/2023,JONES BEACH STATE PARK,FIELD 6,WANTAGH,New York,11793,3/29/2024,3/29/2024,6016549,,
0340-23-132311,Restaurant,11/1/2023,BEAU,61 WITHERS STREET LLC,Kings,1,340,3/2/2023,61 WITHERS ST,,BROOKLYN,New York,11211,3/2/2023,3/2/2023,1303029,,POINT (-73.95011 40.71679)
0241-23-123889,Summer Restaurant,10/31/2023,ORCHARD BEACH SNACK BAR,TAC FOOD SERVICES INC,Bronx,1,241,5/1/2023,895 SHORE RD SECTION 7,SEE NOTES,BRONX,New York,10464,3/7/2023,3/7/2023,1294686,,POINT (-73.80575 40.872)
0112-23-126302,Summer Restaurant,10/31/2023,SOUTHAMPTON PECONIC BEACH & TENNIS CLUB,STELLING PROPERTIES INC,Suffolk,1,112,4/1/2023,107 NORTH RD,,HAMPTON BAYS,New York,11946,3/10/2023,3/10/2023,1048838,,POINT (-72.48122 40.89633)
0241-23-125213,Summer Restaurant,10/31/2023,TIKI JOE'S OCEAN BREEZE,TIKI JOE'S OCEAN BREEZE LLC,Nassau,1,241,4/1/2023,1 OCEAN PKWY,TOBAY BEACH PARK-WEST CONCESSN,MASSAPEQUA,New York,11758,3/6/2023,3/6/2023,1318955,,POINT (-73.47459 40.65139)
0112-23-226217,Summer Restaurant,10/31/2023,,HOPKINS SPORTS CONCESSIONS LLC,Onondaga,1,112,4/1/2023,4851 HOPKINS RD,,LIVERPOOL,New York,13088,1/12/2023,1/12/2023,2230404,,POINT (-76.17975 43.10861)
0241-23-124112,Summer Restaurant,10/31/2023,,TAC FOOD SERVICES INC,Bronx,1,241,5/1/2023,895 SHORE RD SECTION 10,SEE NOTES,BRONX,New York,10464,3/7/2023,3/7/2023,1294676,,POINT (-73.80575 40.872)
0241-23-226937,Summer Restaurant,10/31/2023,,ROUNDUP TEXAS BBQ TUMBLEWEED SALOON CORP,Putnam,1,241,4/1/2023,2741 ROUTE 9,RT 301 & LANE GATE RD,COLD SPRING,New York,10516,6/5/2023,6/5/2023,2153486,,POINT (-73.91655 41.43163)
0241-23-123419,Summer Restaurant,10/31/2023,OCEANSIDE GRILL,WILDLIFE CONSERVATION SOCIETY,Kings,1,241,5/1/2023,514 SURF AVE,MEZZANINE,BROOKLYN,New York,11224,3/26/2023,3/26/2023,1311219,,POINT (-73.9739 40.5749)
0112-23-226290,Summer Restaurant,10/31/2023,VALLEY VIEW GOLF COURSE,RON & DIANA SLUSARCZYK INC,Washington,1,112,4/1/2023,2616 COUNTY ROUTE 12,,WHITEHALL,New York,12887,3/6/2023,3/6/2023,2014637,,POINT (-73.38783 43.534)
0112-23-224463,Summer Restaurant,10/31/2023,DIMMOCK HILL GOLF COURSE,MICHAEL SENIO,Broome,1,112,4/1/2023,638 DIMMOCK HILL ROAD,,BINGHAMTON,New York,13905,4/13/2023,4/13/2023,2500732,,POINT (-75.94488 42.1927)
0112-23-225305,Summer Restaurant,10/31/2023,DOMENICO'S GOLF COURSE,DOMENICOS GOLF COURSE INC,Oneida,1,112,4/1/2023,13 CHURCH ROAD CLUB HOUSE,,WHITESBORO,New York,13492,3/17/2023,3/17/2023,2504147,,POINT (-75.34268 43.12833)
0112-23-126981,Summer Restaurant,10/31/2023,BAYSIDE MARINA,MDM MARINA CORPORATION,Queens,1,112,5/1/2023,28 05 CROSS ISLAND PKWY,,BAYSIDE,New York,11360,3/16/2023,3/16/2023,1141313,,
0241-23-123449,Summer Restaurant,10/31/2023,TIKI JOE'S OCEAN BREEZE,TIKI JOE'S OCEAN BREEZE LLC,Nassau,1,241,4/1/2023,1 OCEAN PKW,TOBAY BEACH PARK-EAST CONCESSN,MASSAPEQUA,New York,11758,3/6/2023,3/6/2023,1318971,,POINT (-73.47459 40.65139)
0241-23-124090,Summer Restaurant,10/31/2023,,TAC FOOD SERVICES INC,Bronx,1,241,5/1/2023,895 SHORE RD SECTION 5,SEE NOTES,BRONX,New York,10464,3/7/2023,3/7/2023,1294677,,POINT (-73.80575 40.872)
0112-23-326410,Summer Restaurant,10/31/2023,HAMLIN FIREMEN FIELD,HAMLIN FIRE DEPARTMENT INC,Monroe,1,112,4/1/2023,1503 LAKE RD,UNIT 2,HAMLIN,New York,14464,4/24/2023,4/24/2023,3156276,,POINT (-77.92377 43.30255)
0241-23-126674,Summer Restaurant,10/31/2023,PUBLIC FARE,HUDSON YARDS CATERING LLC &NY SHAKESPEARE FESTIVAL,New York,1,241,4/1/2023,63 CENTRAL PARK W,,NEW YORK,New York,10023,5/20/2024,5/20/2024,1252864,,POINT (-73.97858 40.77263)
0112-23-224507,Summer Restaurant,10/31/2023,,DOMENICOS GOLF COURSE INC,Oneida,1,112,4/1/2023,13 CHURCH ROAD  PAVILION,NYS THRUWAY & JUDD RD,WHITESBORO,New York,13492,3/17/2023,3/17/2023,2602621,,POINT (-75.34268 43.12833)
0112-23-224947,Summer Restaurant,10/31/2023,WESTVALE GOLF COURSE,WESTVALE GOLF COURSE INC,Onondaga,1,112,4/1/2023,100 GOLF VIEW DR,,CAMILLUS,New York,13031,3/6/2023,3/6/2023,2505866,,POINT (-76.26989 43.03526)
0340-23-137333,Restaurant,10/31/2023,BONGOS,SAIGONNYC LTD,New York,1,340,6/15/2023,85 ORCHARD ST UNIT B,BROOME ST & GRAND ST,NEW YORK,New York,10002,6/15/2023,6/15/2023,1256341,,POINT (-73.99032 40.71795)
0341-23-132321,Summer Restaurant,10/31/2023,MAGUIRES BAYFRONT RESTAURANT,BECKETZ INC,Suffolk,1,341,4/1/2023,1 BUNGALOW WALK,BAY #1,OCEAN BEACH,New York,11770,4/10/2023,4/10/2023,1048864,,POINT (-73.15859 40.6488)
0341-23-231227,Summer Restaurant,10/31/2023,TWIN PONDS GOLF & CTRY CLB,TWIN PONDS GOLF ASSOC INC,Oneida,1,341,4/1/2023,169 MAIN STREET,,NEW YORK MILLS,New York,13417,2/17/2023,2/17/2023,2504150,,POINT (-75.28325 43.10807)
0341-23-231142,Summer Restaurant,10/31/2023,THE ELMS GOLF CLUB,TWO CLUBS INC,Oswego,1,341,4/1/2023,21 COUNTRY CLUB LANE,,SANDY CREEK,New York,13145,3/27/2023,3/27/2023,2506491,,POINT (-76.1708 43.66426)
0340-22-104663,Restaurant,9/30/2023,THE AINSWORTH,FONDUE 26 LLC,New York,1,340,3/11/2024,122 W 26TH STREET,6TH AND 7TH AVENUES,NEW YORK,New York,10001,3/11/2024,3/11/2024,1228651,,POINT (-73.9925 40.74526)
0340-22-104544,Restaurant,8/31/2023,,RODAO BRAZILIAN AMERICAN SPORT CLUB INC,Westchester,1,340,5/2/2024,2 W SIDNEY AVE,,MOUNT VERNON,New York,10550,5/2/2024,5/2/2024,1287892,,POINT (-73.83753 40.91434)
0340-23-138345,Restaurant,8/24/2023,THE HIDEOUT,GALANILLA INC,Kings,1,340,3/30/2023,8415 5TH AVE,,BROOKLYN,New York,11209,3/30/2023,3/30/2023,1268462,,POINT (-74.02553 40.62243)
0240-24-109166,Restaurant,7/31/2023,MB RAMEN,MB RAMEN INC,Suffolk,1,240,4/4/2024,335 NEW YORK AVE,,HUNTINGTON,New York,11743,4/4/2024,4/4/2024,6017235,,POINT (-73.42626 40.87086)
0240-24-212026,Restaurant,7/31/2023,SCREAMEN EAGLE,I H M EAGLE CORP,Hamilton,1,240,5/2/2024,172 RTE 28,,INLET,New York,13360,5/2/2024,5/2/2024,6020214,,POINT (-74.79412 43.75082)
